100 1000
64 38 89
64 43 47
64 53 13
64 55 39
64 97 88
65 14 47
65 32 61
65 40 28
65 46 48
65 53 76
65 57 33
65 62 48
65 70 69
65 80 48
65 92 62
65 97 38
66 1 18
66 2 59
66 5 37
66 7 93
66 8 82
66 34 2
66 51 77
66 56 68
66 80 93
66 83 22
66 84 65
66 87 100
66 94 98
67 1 65
67 12 12
67 28 57
67 34 71
67 52 95
67 65 90
67 90 81
68 0 89
68 3 30
68 7 30
68 11 58
68 17 36
68 20 90
68 21 85
68 42 46
68 44 63
68 81 53
69 0 54
69 8 4
69 9 94
69 23 31
69 36 20
69 38 42
69 54 34
69 76 22
69 90 37
70 0 37
70 4 48
70 13 6
70 26 25
70 27 83
70 48 38
70 79 74
70 82 53
70 83 11
70 87 48
70 98 94
71 13 43
71 19 32
71 23 54
71 33 63
71 35 67
71 46 90
71 52 37
71 57 100
71 61 78
71 64 88
71 67 55
71 80 3
71 86 24
71 91 8
71 97 98
71 99 90
72 14 69
72 21 33
72 28 28
72 45 78
72 52 75
72 75 64
72 79 35
73 5 20
73 16 67
73 45 20
73 50 96
73 51 18
73 61 45
73 74 87
73 76 99
73 88 41
73 89 79
74 5 92
74 19 2
74 22 16
74 59 9
74 68 12
74 78 53
74 83 90
74 89 44
74 96 68
75 16 26
75 22 77
75 29 28
75 34 49
75 43 10
75 49 1
75 54 82
75 56 65
75 62 21
75 69 50
75 76 63
75 88 84
75 97 12
76 10 62
76 16 89
76 37 97
76 38 99
76 39 18
76 40 93
76 42 16
76 46 86
76 77 3
77 8 73
77 11 90
77 21 40
77 26 8
77 30 58
77 42 99
77 44 95
77 46 19
77 56 19
77 59 33
77 73 57
77 78 32
77 79 55
77 85 66
77 96 42
78 8 63
78 18 95
78 24 63
78 25 4
78 44 46
78 46 48
78 62 7
78 85 63
78 87 87
78 96 20
79 1 83
79 3 15
79 31 14
79 32 27
79 42 60
79 63 70
79 93 6
80 2 78
80 6 11
80 18 97
80 19 1
80 31 42
80 32 81
80 33 63
80 42 34
80 55 6
80 90 8
80 91 80
81 8 51
81 20 23
81 47 82
81 61 52
81 65 25
81 69 68
81 73 42
81 77 79
81 80 64
81 89 17
82 13 70
82 14 43
82 18 35
82 23 91
82 24 67
82 32 41
82 36 25
82 50 24
82 62 16
82 68 46
82 76 5
82 79 59
83 0 28
83 6 63
83 28 64
83 37 91
83 41 78
83 52 14
83 69 89
83 87 38
83 93 8
83 97 11
84 20 28
84 34 5
84 46 22
84 61 67
84 65 30
84 72 20
84 82 54
84 85 36
84 86 14
84 87 21
84 90 7
84 98 79
84 99 77
85 18 24
85 46 35
85 50 72
85 56 16
85 80 77
85 81 83
85 95 99
86 5 38
86 32 31
86 33 8
86 44 19
86 47 85
86 49 55
86 51 3
86 57 36
86 70 21
86 90 68
87 1 16
87 37 12
87 39 27
88 3 87
88 11 77
88 23 97
88 35 78
88 47 1
88 51 92
88 61 87
88 76 98
88 91 41
88 92 3
88 98 14
89 22 91
89 64 25
89 79 77
89 82 77
89 96 1
90 17 28
90 21 7
90 33 65
90 34 3
90 35 86
90 47 73
90 56 36
90 66 59
90 72 64
90 79 35
90 93 42
91 0 21
91 8 80
91 11 7
91 20 3
91 23 43
91 26 15
91 32 6
91 37 91
91 43 11
91 44 100
91 51 65
91 77 66
91 79 100
91 92 89
92 7 94
92 9 6
92 16 28
92 57 15
92 68 72
92 74 75
92 80 98
92 93 2
93 1 69
93 4 36
93 21 32
93 29 78
93 32 52
93 39 37
93 43 9
93 48 94
93 89 83
94 28 59
94 33 62
94 34 27
94 35 68
94 54 4
94 62 43
94 73 51
94 78 77
94 87 83
94 97 71
95 42 24
95 46 6
95 52 60
95 74 29
95 81 9
95 89 40
95 99 9
96 19 16
96 64 55
96 80 84
96 88 15
97 8 59
97 10 58
97 12 9
97 16 97
97 25 17
97 26 58
97 27 52
97 34 57
97 43 42
97 46 95
97 67 15
98 5 53
98 6 49
98 22 77
98 25 57
98 32 7
98 39 13
98 41 22
98 46 74
98 54 27
98 83 54
98 86 69
98 90 21
98 97 82
99 8 12
99 9 100
99 12 16
99 25 55
99 26 16
99 34 33
99 35 38
99 54 29
99 81 23
99 88 68
99 90 86
99 92 79
