70 777
36 62 721
36 63 125
36 64 23
36 66 724
37 4 142
37 14 410
37 15 37
37 17 486
37 20 554
37 25 270
37 34 776
37 35 773
37 36 180
37 38 925
37 40 706
37 47 405
37 50 16
37 55 717
37 60 754
37 67 506
38 13 898
38 18 256
38 31 678
38 39 645
38 42 473
38 58 314
38 60 70
38 64 164
39 11 664
39 12 647
39 17 521
39 22 703
39 23 986
39 26 286
39 29 146
39 34 69
39 35 906
39 42 568
39 43 758
39 55 423
39 63 430
40 3 772
40 5 87
40 15 276
40 17 481
40 20 769
40 25 927
40 36 627
40 38 979
40 51 987
40 53 150
40 59 837
40 67 122
40 69 28
41 5 499
41 9 203
41 16 73
41 23 755
41 32 718
41 34 901
41 42 284
42 1 60
42 20 488
42 24 619
42 26 315
42 32 420
42 35 799
42 44 631
42 51 272
42 55 899
42 56 414
42 62 873
42 66 645
43 8 153
43 12 168
43 14 241
43 23 963
43 32 232
43 35 346
43 42 851
43 50 287
43 52 849
43 55 290
43 61 510
44 7 732
44 16 525
44 21 454
44 33 869
44 41 13
44 46 429
44 50 935
44 52 467
44 56 437
44 60 295
44 69 384
45 9 560
45 19 813
45 24 141
45 26 678
45 28 795
45 34 944
45 48 508
45 51 178
45 57 576
45 67 671
46 15 754
46 20 341
46 24 32
46 39 644
46 43 157
46 58 132
46 63 691
46 66 366
47 11 851
47 13 232
47 16 340
47 27 9
47 28 563
47 36 781
47 39 994
47 53 877
47 55 319
48 0 982
48 8 414
48 9 507
48 10 286
48 17 158
48 22 640
48 30 633
48 33 563
48 39 755
48 50 586
48 65 365
48 66 777
48 67 779
49 18 81
49 27 305
49 30 22
49 38 970
49 40 547
49 41 847
49 47 789
49 51 109
49 53 664
49 62 656
49 68 309
50 10 186
50 15 395
50 20 578
50 28 901
50 29 896
50 30 773
50 33 52
50 38 809
50 40 434
50 60 929
50 61 921
51 3 151
51 11 357
51 16 794
51 17 250
51 32 517
51 33 943
51 36 689
51 53 284
51 56 533
51 59 743
51 62 736
51 65 988
51 68 682
51 69 10
52 17 122
52 22 55
52 24 95
52 35 93
52 41 820
52 46 977
52 49 52
52 54 109
53 4 959
53 8 784
53 14 769
53 19 817
53 21 908
53 38 906
53 39 471
53 57 420
53 62 214
53 65 663
54 3 610
54 7 411
54 20 418
54 25 756
54 37 385
54 43 922
54 46 67
54 56 88
54 59 460
54 62 521
54 63 435
55 10 781
55 20 690
55 21 848
55 25 934
55 29 58
55 36 26
55 38 258
55 57 705
55 61 739
55 62 309
55 65 572
56 1 332
56 12 573
56 13 792
56 21 622
56 41 847
56 43 641
56 48 411
57 4 664
57 7 86
57 11 121
57 16 491
57 28 641
57 34 158
57 37 219
57 38 422
57 40 359
57 49 891
57 60 363
57 62 142
58 3 134
58 8 127
58 13 666
58 16 394
58 24 793
58 27 417
58 30 432
58 34 507
58 43 588
58 49 772
58 59 104
58 61 441
58 63 288
58 65 447
58 68 707
59 1 751
59 13 950
59 23 900
59 28 384
59 32 313
59 34 249
59 35 209
59 37 520
59 38 227
59 39 215
59 45 60
59 62 190
60 4 616
60 48 989
60 53 596
60 66 181
61 3 580
61 10 337
61 12 690
61 28 216
61 33 171
61 34 233
61 39 912
61 44 910
61 48 884
62 5 343
62 7 114
62 13 394
62 18 638
62 29 81
62 37 97
62 39 570
62 56 871
63 2 458
63 9 458
63 19 639
63 28 370
63 30 87
63 33 326
63 43 752
63 49 110
63 56 148
63 60 436
64 0 248
64 8 887
64 26 267
64 27 901
64 33 954
64 41 16
64 47 417
64 48 126
64 65 695
64 69 713
65 1 531
65 15 58
65 27 117
65 34 641
65 37 213
65 56 132
65 60 563
65 63 983
65 66 872
66 4 998
66 5 943
66 16 670
66 22 598
66 23 223
66 27 808
66 33 652
66 37 158
66 54 611
66 57 399
66 62 420
66 69 717
67 6 130
67 7 776
67 12 198
67 15 804
67 26 190
67 30 164
67 31 276
67 33 56
67 42 271
67 47 198
67 58 90
67 65 589
68 6 231
68 10 828
68 33 376
68 37 218
68 39 197
68 40 364
68 43 909
68 45 627
68 54 833
68 57 461
68 60 3
68 63 453
68 67 14
68 69 725
69 5 771
69 15 65
69 16 845
69 42 583
69 48 984
69 57 714
