100 500
81 4 8
81 17 3
81 35 5000
81 80 1
82 7 2
82 58 3
82 61 5
82 66 9999
82 78 5000
82 86 8
82 90 5000
83 13 5000
83 19 2
83 42 9999
83 55 2
83 60 2
83 68 2
83 94 8
84 21 10000
84 26 5
84 35 5
84 57 5000
84 64 9999
84 78 8
84 92 10000
85 8 5
85 12 3
85 44 9997
85 65 9999
85 81 5000
85 94 9997
86 13 10000
86 21 3
86 24 5
86 36 5
86 71 2
86 73 10000
86 75 9999
87 4 1
87 36 10000
87 37 5
87 43 5000
87 66 10000
88 7 1
88 25 9997
88 29 10000
88 32 2
88 51 2
88 63 5
88 68 10000
89 9 9999
89 28 9997
89 60 3
89 70 5
89 71 5
90 59 1
90 87 10000
91 25 9997
91 30 8
91 80 9997
92 6 3
92 53 8
93 6 1
93 9 1
93 41 5000
93 44 9997
93 56 9999
93 67 3
93 68 9999
93 75 9999
93 87 9997
93 88 10000
93 89 5000
94 13 2
94 25 5
94 60 9999
94 74 5000
95 24 9999
95 30 9999
96 39 9997
96 42 9999
96 91 9997
97 1 1
97 21 3
97 31 8
97 52 5000
97 61 5000
97 68 1
97 74 9999
97 94 5
98 17 2
98 38 1
98 81 10000
99 53 2
99 65 8
99 76 10000
