100 1000
78 97 5000
79 6 2
79 14 1
79 30 1
79 40 9998
79 49 5
79 72 8
79 77 10000
80 29 5
80 42 9998
80 53 9998
80 61 8
80 65 5000
80 90 5000
80 93 3
80 95 2
81 43 10000
81 58 1
81 61 9998
81 63 9997
81 73 1
81 76 9998
81 85 3
81 97 9999
82 0 3
82 8 8
82 14 5
82 26 2
82 27 5000
82 57 9999
82 78 8
82 85 3
83 6 5000
83 8 2
83 29 9998
83 34 9998
83 46 5
83 48 5000
83 59 9999
83 61 2
83 74 9997
83 77 5
83 84 3
83 91 5
83 96 9998
84 5 2
84 8 5
84 14 10000
84 22 9998
84 26 2
84 36 5000
84 38 9997
84 75 3
84 97 10000
85 0 10000
85 6 10000
85 18 2
85 20 5000
85 33 5000
85 34 8
85 46 10000
85 48 10000
85 61 9998
85 72 2
85 73 2
85 87 3
86 5 9999
86 6 9998
86 7 9998
86 10 5
86 26 10000
86 35 5
86 41 10000
86 57 8
86 67 1
86 69 2
86 85 5
86 88 5000
86 97 8
87 5 3
87 19 10000
87 21 3
87 24 1
87 30 3
87 56 3
87 58 9997
87 59 10000
87 95 5
88 23 9999
88 25 5000
88 31 1
88 39 1
88 41 9998
88 42 9998
88 43 2
88 46 8
88 54 5
88 56 3
88 68 9999
88 71 9998
88 81 2
88 89 5
88 94 9999
89 4 9999
89 16 1
89 33 9999
89 34 2
89 75 10000
90 25 5
90 46 2
90 48 5
90 64 8
90 74 5000
90 83 5
90 84 1
90 85 2
90 92 1
90 93 1
91 0 10000
91 4 3
91 14 5
91 18 1
91 24 2
91 36 2
91 47 8
91 61 9999
91 65 1
91 73 8
91 79 2
91 85 5
91 90 5000
91 99 9998
92 6 9999
92 12 5
92 21 9997
92 23 9998
92 44 2
92 45 9999
92 47 9997
92 48 3
92 51 1
92 63 8
92 79 5000
92 91 9999
92 94 5000
93 10 5000
93 11 5
93 14 10000
93 20 2
93 51 9998
93 61 9999
93 63 10000
93 70 9998
93 74 10000
93 81 2
93 98 9998
94 5 1
94 9 2
94 15 9997
94 19 2
94 27 10000
94 33 9999
94 41 9998
94 51 9998
94 52 8
94 78 2
94 80 10000
94 91 10000
95 0 9997
95 14 5000
95 43 2
95 53 9997
95 54 10000
95 82 9998
95 93 9997
95 96 8
96 3 2
96 15 5000
96 19 5
96 30 3
96 46 9998
96 50 5000
96 60 2
96 65 8
96 75 1
96 80 5
96 84 1
96 91 5
96 92 8
96 93 1
97 1 9999
97 10 8
97 12 9998
97 14 9999
97 26 9998
97 33 5000
97 37 2
97 48 9997
97 74 5000
97 85 10000
98 6 9998
98 14 5
98 29 5000
98 36 9999
98 57 1
98 66 8
98 67 9997
98 71 5000
98 78 9999
98 81 5000
98 84 5000
98 89 5
99 4 5000
99 8 5
99 14 10000
99 18 5
99 19 9999
99 25 9997
99 35 8
99 53 8
99 85 8
99 94 9998
