65 555
19 21 19
19 33 14
19 39 33
19 57 47
19 60 59
20 4 50
20 5 94
20 9 51
20 21 2
20 31 15
20 36 97
20 53 18
21 1 33
21 8 51
21 16 5
21 17 93
21 23 75
21 36 28
21 43 81
21 44 28
21 57 97
21 63 24
22 11 57
22 17 41
22 31 83
22 35 86
22 51 47
23 1 94
23 3 60
23 10 34
23 30 6
23 31 64
23 34 9
23 38 43
23 41 63
23 48 84
23 51 75
24 9 30
24 37 23
24 45 76
24 47 23
24 56 17
24 60 78
25 4 4
25 7 95
25 16 91
25 19 0
25 24 1
25 42 62
26 13 11
26 14 79
26 21 71
26 28 17
26 31 65
26 41 8
26 45 2
26 58 28
26 60 92
27 3 43
27 11 15
27 14 43
27 16 71
27 43 14
27 63 71
27 64 10
28 2 71
28 18 93
28 20 87
28 25 63
28 41 97
28 44 66
28 47 89
28 54 72
28 57 80
28 63 10
28 64 19
29 12 79
29 37 41
29 41 57
29 51 21
29 56 61
29 57 39
30 1 11
30 12 100
30 16 60
30 21 6
30 22 99
30 55 99
31 0 56
31 6 8
31 13 42
31 14 7
31 18 26
31 29 2
31 43 53
31 56 18
31 59 98
32 0 41
32 6 21
32 15 8
32 16 61
32 22 14
32 23 5
32 36 68
32 43 48
32 46 21
32 51 96
33 26 43
33 34 52
33 42 16
33 55 5
33 56 86
34 6 98
34 8 1
34 9 39
34 10 26
34 14 30
34 15 27
34 26 63
34 32 14
34 37 68
34 38 100
34 55 72
35 2 28
35 3 16
35 37 95
35 43 27
35 56 100
35 61 25
36 22 25
36 27 47
36 31 99
36 34 38
36 35 15
36 38 26
36 47 88
36 63 17
37 3 40
37 4 68
37 13 88
37 15 24
37 21 92
37 22 39
37 41 96
37 48 76
37 52 21
37 57 27
38 17 69
38 20 94
38 24 14
38 25 71
38 32 95
38 45 76
38 52 26
38 55 9
38 58 29
39 0 33
39 4 25
39 7 53
39 8 53
39 25 4
39 46 14
39 51 37
39 64 54
40 3 83
40 12 81
40 13 15
40 17 48
40 23 9
40 27 60
40 32 58
40 36 66
40 47 23
40 49 2
41 5 44
41 11 39
41 14 41
41 20 99
41 32 48
41 35 96
41 36 36
41 38 9
41 42 57
41 44 8
41 46 15
41 49 22
42 1 43
42 13 27
42 16 74
42 37 8
42 39 58
42 44 38
42 45 51
42 48 2
42 54 37
42 57 20
42 64 65
43 1 44
43 3 55
43 14 11
43 22 30
43 26 17
43 38 65
43 40 40
43 50 66
43 52 85
43 55 59
44 3 59
44 46 13
44 49 95
44 51 34
44 57 14
44 64 45
45 10 85
45 11 75
45 15 32
45 17 80
45 21 73
45 25 63
45 35 1
45 46 19
45 52 32
45 58 86
45 63 70
45 64 41
46 2 46
46 3 51
46 6 69
46 15 64
46 19 37
46 22 36
46 30 45
46 31 29
46 38 54
46 52 32
46 62 42
46 63 63
47 0 9
47 4 18
47 6 31
47 20 73
47 33 9
47 34 19
47 45 70
47 56 5
47 60 46
47 61 61
48 9 2
48 11 82
48 34 37
48 39 12
48 47 22
48 54 65
48 55 12
49 26 63
49 32 66
49 35 78
49 38 51
49 43 99
49 57 98
49 58 90
50 6 20
50 10 10
50 20 81
50 21 75
50 25 95
50 30 43
50 41 34
50 48 18
50 61 55
51 4 56
51 11 51
51 34 30
51 58 55
51 60 35
52 2 66
52 3 96
52 11 39
52 20 82
52 25 91
52 28 82
52 29 77
52 30 1
52 31 98
52 32 50
52 41 94
52 42 86
52 48 95
53 11 80
53 21 15
53 33 46
53 36 49
53 37 72
53 47 90
53 51 98
53 55 60
54 0 17
54 1 36
54 14 1
54 16 2
54 20 5
54 22 55
54 25 7
54 31 99
54 32 28
54 33 66
54 37 12
54 43 8
54 58 86
55 0 77
55 2 82
55 5 58
55 10 71
55 26 94
55 37 19
55 56 92
55 61 1
56 0 99
56 27 1
56 41 24
56 60 10
56 63 72
56 64 31
57 1 30
57 3 77
57 17 83
57 22 95
57 27 5
57 31 68
57 40 28
57 54 15
57 63 39
58 1 74
58 8 92
58 19 7
58 35 58
58 62 38
58 63 79
59 23 55
59 48 57
59 51 96
60 3 67
60 16 60
60 25 73
60 29 95
60 41 84
60 43 3
60 44 74
60 53 7
60 58 19
61 18 71
61 24 80
61 27 88
61 30 35
61 44 13
61 46 11
61 59 10
61 64 39
62 4 19
62 10 58
62 14 2
62 15 47
62 28 68
62 41 41
62 42 89
62 44 34
62 60 43
63 1 7
63 4 64
63 22 40
63 23 47
63 30 76
63 37 87
63 48 43
64 0 5
64 6 90
64 12 83
64 24 12
64 43 14
64 47 98
64 48 10
64 49 92
64 52 99
64 57 66
