100 1000
39 70 731
39 77 954
39 81 942
39 91 547
40 39 123
41 0 0
41 19 496
41 21 482
41 26 324
41 35 718
41 36 533
41 37 180
41 38 491
41 46 227
41 75 57
41 82 647
41 90 240
42 6 738
42 35 114
42 45 704
42 69 898
42 85 337
42 93 398
42 95 702
43 5 824
43 16 549
43 22 996
43 24 361
43 27 902
43 32 140
43 34 282
43 64 783
43 75 230
43 97 654
44 8 19
44 26 444
44 30 895
44 54 798
44 56 778
44 68 221
44 80 262
45 14 983
45 18 164
45 23 928
45 26 352
45 37 180
45 68 871
45 76 581
45 97 862
46 3 650
46 30 439
46 31 893
46 44 222
46 55 989
46 66 762
46 70 655
46 89 468
46 91 211
46 94 640
47 4 65
47 17 427
47 22 384
47 23 585
47 25 122
47 27 499
47 42 949
47 43 765
47 46 497
47 52 710
47 76 857
47 84 690
47 87 40
47 91 442
47 96 682
48 11 416
48 15 987
48 23 562
48 24 446
48 45 592
48 50 32
48 54 555
48 65 838
48 72 578
48 76 546
48 77 961
48 92 331
48 93 446
49 3 926
49 10 592
49 24 169
49 37 579
49 41 322
49 47 809
49 57 837
49 60 904
49 62 297
49 65 548
49 69 578
49 82 578
50 2 42
50 10 264
50 23 824
50 25 269
50 28 224
50 42 194
50 49 958
50 90 111
51 11 538
51 16 456
51 23 783
51 37 555
51 54 878
51 55 287
51 56 569
51 62 420
51 64 301
51 70 28
51 73 933
51 80 572
51 89 649
51 94 689
52 1 952
52 4 642
52 17 299
52 24 877
52 67 513
52 70 87
52 89 169
53 14 416
53 40 901
53 44 972
53 58 649
53 61 555
53 72 87
53 75 948
53 76 534
53 83 323
53 95 719
54 1 878
54 5 898
54 19 817
54 21 402
54 28 78
54 45 469
54 53 660
54 82 498
54 91 814
54 98 20
55 0 757
55 20 882
55 27 323
55 49 655
55 73 397
55 78 60
55 82 246
55 83 63
56 10 253
56 15 483
56 31 713
56 43 562
56 50 870
56 67 989
56 78 984
56 80 505
56 86 736
56 88 300
56 99 738
57 5 306
57 25 606
57 31 108
57 35 413
57 89 31
57 94 441
57 97 739
57 98 489
58 21 402
58 25 10
58 28 723
58 35 996
58 38 236
58 40 24
58 42 156
58 77 978
58 98 368
59 8 434
59 17 164
59 19 769
59 20 892
59 30 941
59 31 630
59 32 981
59 35 866
59 39 433
59 44 971
59 54 833
59 78 985
59 83 473
59 85 755
59 87 25
59 89 196
59 97 663
60 7 290
60 9 515
60 11 468
60 17 339
60 20 459
60 29 856
60 39 45
60 42 881
60 47 254
60 55 459
60 59 465
60 84 546
60 89 285
61 5 163
61 10 481
61 15 335
61 23 914
61 24 612
61 32 863
61 45 139
61 48 677
61 51 585
61 57 547
61 60 758
61 67 337
61 80 546
61 96 169
62 17 810
62 19 622
62 25 169
62 27 103
62 39 934
62 41 89
62 42 186
62 69 959
62 70 51
62 71 713
62 89 818
62 95 400
63 7 161
63 10 151
63 13 15
63 18 244
63 26 944
63 50 202
63 51 915
63 68 400
63 73 197
63 80 906
63 85 432
63 88 281
63 95 87
64 3 804
64 4 404
64 13 983
64 41 384
64 45 596
64 47 80
64 58 263
64 59 441
64 68 211
64 69 945
64 85 152
64 89 149
65 17 108
65 30 150
65 34 541
65 39 460
65 40 447
65 42 498
65 56 494
65 71 683
65 75 36
66 3 450
66 31 53
66 34 224
66 36 436
66 37 320
66 40 690
66 52 48
66 53 979
66 60 879
66 71 709
66 81 341
67 0 78
67 4 434
67 6 562
67 26 989
67 32 151
67 43 40
67 48 103
67 50 539
67 63 548
68 5 471
68 11 592
68 12 405
68 13 707
68 50 131
68 58 739
68 88 694
69 24 342
69 26 482
69 27 18
69 31 146
69 39 314
69 43 747
69 48 176
69 53 68
69 59 261
69 71 375
69 80 855
69 82 552
69 84 568
69 93 699
70 1 266
70 2 262
70 12 671
70 19 741
70 30 674
70 42 959
70 47 35
70 67 77
70 74 374
70 82 180
70 86 289
71 17 240
71 27 977
71 28 620
71 39 256
71 48 348
71 55 974
71 73 289
71 79 601
71 84 825
72 3 385
72 12 703
72 13 68
72 17 122
72 23 385
72 32 772
72 36 981
72 39 598
72 46 891
72 87 78
73 3 534
73 6 965
73 17 199
73 23 776
73 43 115
73 49 118
73 83 111
73 96 996
73 98 937
74 1 927
74 9 982
74 19 115
74 45 487
74 56 420
74 60 423
74 65 577
74 79 572
74 89 702
74 91 954
75 13 720
75 35 329
75 50 563
75 60 939
75 85 6
75 93 421
75 94 54
75 95 177
75 98 875
76 6 646
76 9 767
76 13 874
76 17 703
76 41 269
76 56 264
76 71 976
76 91 629
77 0 68
77 34 477
77 36 968
77 53 436
77 54 443
77 62 258
77 63 905
77 64 549
77 72 761
77 74 521
77 82 726
77 98 290
78 9 776
78 13 350
78 14 451
78 15 549
78 21 76
78 25 850
78 26 409
78 37 621
78 42 972
78 52 129
78 54 571
78 81 96
78 96 1
79 20 207
79 33 149
79 40 110
79 50 431
79 64 960
79 76 825
79 77 302
79 87 145
80 27 925
80 60 499
80 79 471
81 19 174
81 20 970
81 30 742
81 36 845
81 62 384
81 76 699
82 9 408
82 24 583
82 31 283
82 43 624
82 61 873
82 66 632
82 72 844
82 90 336
82 97 507
82 99 586
83 2 431
83 5 790
83 40 184
83 43 618
83 44 134
83 60 296
83 64 544
84 33 175
84 34 234
84 44 500
84 51 845
84 57 991
84 61 594
84 66 75
84 68 772
84 75 288
84 77 183
84 79 503
84 91 498
84 95 119
85 7 551
85 23 784
85 27 212
85 29 914
85 32 998
85 33 787
85 39 559
85 45 498
85 52 789
85 60 764
85 61 374
85 91 11
86 16 261
86 47 903
86 54 352
86 64 688
86 76 487
86 87 519
86 93 566
87 14 488
87 29 318
87 30 696
87 51 366
87 93 378
88 12 429
88 24 981
88 40 441
88 42 548
88 52 636
88 54 732
88 57 285
88 81 998
88 86 821
89 14 805
89 16 491
89 18 801
89 24 950
89 30 471
89 31 992
89 45 347
89 54 429
89 58 647
89 66 888
89 68 446
89 73 783
89 77 284
89 78 862
89 84 558
89 88 694
90 6 422
90 11 690
90 16 889
90 59 767
90 69 141
90 91 701
91 1 279
91 19 707
91 24 25
91 48 442
91 52 362
91 55 230
91 57 582
91 60 268
91 63 88
91 67 335
91 69 616
91 87 182
91 89 974
91 92 902
91 98 99
92 3 478
92 6 911
92 13 951
92 14 926
92 20 759
92 23 526
92 30 618
92 47 687
92 72 686
92 74 991
92 79 739
92 97 273
92 99 897
93 2 212
93 12 141
93 51 136
93 58 195
93 73 841
93 77 662
93 79 577
93 90 995
93 97 670
94 6 794
94 26 329
94 27 876
94 34 388
94 35 957
94 38 8
94 52 907
94 56 937
94 62 795
94 64 376
94 65 808
94 81 161
95 8 165
95 9 920
95 10 566
95 21 347
95 64 364
95 78 127
95 86 770
95 98 153
96 3 293
96 7 904
96 16 246
96 28 227
96 72 613
96 84 720
97 4 917
97 13 705
97 24 422
97 67 411
97 78 447
97 85 499
97 86 578
97 88 597
97 89 256
98 3 884
98 5 41
98 8 768
98 13 631
98 27 684
98 48 234
98 52 792
98 56 621
98 61 523
98 74 334
98 85 369
98 87 629
99 7 16
99 33 951
99 42 569
99 44 347
99 60 83
99 70 100
99 71 158
99 73 281
99 98 67
